ShipmentID,OriginPort,DestinationPort,ShipmentDate,DeliveryDate,ShipmentMode,Status,Cost,Revenue,FuelConsumption,Emissions,CustomerID,CustomerName,Industry,Region,TotalShipments,TotalSpend,AverageDeliveryTime,OnTimeDeliveryRate,SatisfactionScore,RouteID,DwellTimeAtTerminal,ScenarioID,ScenarioDescription,EstimatedCostSavings,EstimatedEfficiencyImprovement,ImpactOnDeliveryTime,ImpactOnCustomerSatisfaction,FuelType,CarbonOffsetInitiatives,SustainabilityScore,PredictedRevenue,PredictedCost,PredictedEmissions,PredictedDeliveryTime,PredictedCustomerSatisfaction
489,Singapore,Shanghai,20-02-2025,05-02-2025,Land,On-time,12476,17072,511,44,110,LMN Supply,Automotive,Middle East,15,221352,18,96,4.3,R10,12,S26,Increase container utilization,5179,7,2,0.17,LNG,None,87,15264,13658,45,19,4.6
490,Rotterdam,New York,15-02-2025,01-03-2025,Land,Delayed,13448,12276,464,36,158,LMN Supply,Textiles,North America,20,282971,17,93,4.7,R38,13,S26,Optimize fuel usage,6073,5,0,0.11,MDO,None,73,13823,9001,34,24,4.2
491,Shanghai,Rotterdam,18-02-2025,28-01-2025,Land,Delayed,8478,17393,592,36,185,OPQ Enterprises,Automotive,Middle East,25,251993,19,97,4.6,R44,15,S22,Optimize fuel usage,3114,5,2,0.07,MDO,Solar Investment,71,16791,11772,48,19,4.9
492,Mumbai,New York,25-02-2025,06-02-2025,Sea,Delayed,14158,10595,528,35,114,OPQ Enterprises,Electronics,Asia,14,303027,23,85,4.5,R17,16,S9,Cost reduction per shipment,3480,14,2,0.2,LNG,None,75,11848,10212,38,18,4.9
493,New York,Los Angeles,21-01-2025,08-03-2025,Sea,Delayed,8515,13874,516,32,109,HIJ Shipping,Textiles,Asia,25,320212,22,85,4.7,R13,14,S5,Increase container utilization,3980,10,0,0.09,HFO,Wind Energy,80,12704,14867,38,20,4.8
494,Mumbai,Dubai,04-02-2025,15-01-2025,Sea,Delayed,12286,14530,515,42,140,OPQ Enterprises,Automotive,Europe,16,208539,23,88,4.6,R48,11,S17,Reduce average delay,4024,11,2,0.16,HFO,Solar Investment,70,16036,14963,41,15,4.9
495,Hamburg,Los Angeles,27-02-2025,28-02-2025,Land,Delayed,9191,14977,504,36,126,ABC Logistics,Textiles,Middle East,28,332335,19,98,4.9,R42,12,S49,Increase container utilization,5378,13,0,0.07,MDO,Solar Investment,84,15093,9610,47,17,4.3
496,Shanghai,Mumbai,01-02-2025,26-02-2025,Land,On-time,10668,17164,402,34,159,Global Importers,Pharmaceuticals,Asia,10,344377,22,87,4.6,R27,19,S34,Optimize fuel usage,4600,10,0,0.1,MDO,Tree Plantation,81,11205,9627,39,21,4.9
497,Mumbai,Antwerp,30-01-2025,25-01-2025,Land,Delayed,13256,15877,445,47,172,DEF Cargo,Textiles,Asia,18,253817,18,91,4.8,R2,12,S2,Increase container utilization,3941,9,0,0.12,LNG,Wind Energy,87,12892,13693,46,22,4.5
498,Mumbai,Busan,24-02-2025,06-02-2025,Sea,Delayed,14297,14497,454,37,151,HIJ Shipping,Retail,Middle East,27,249107,19,95,4.2,R34,14,S7,Improve on-time performance,3954,6,1,0.08,LNG,None,74,11520,11137,48,23,4.2
499,Busan,Rotterdam,08-02-2025,19-01-2025,Land,Delayed,9411,12669,474,46,127,HIJ Shipping,Electronics,North America,22,329240,17,87,4.7,R31,14,S36,Improve on-time performance,4660,6,0,0.12,LNG,Tree Plantation,80,14576,11991,40,15,4.7
500,Los Angeles,Hamburg,18-02-2025,24-02-2025,Air,On-time,11280,17933,591,49,164,KLM Exporters,Manufacturing,Middle East,24,299655,19,85,4.9,R23,13,S13,Reduce average delay,3767,12,2,0.07,LNG,Wind Energy,88,16113,9103,45,18,4.7
501,Busan,Dubai,12-01-2025,02-02-2025,Land,On-time,8271,12135,444,30,116,HIJ Shipping,Retail,Middle East,12,256132,17,96,4.4,R7,17,S20,Cost reduction per shipment,5438,5,2,0.13,LNG,Wind Energy,70,13351,10187,37,16,4.3
502,Shanghai,Singapore,10-02-2025,27-02-2025,Air,On-time,8142,16727,553,43,194,OPQ Enterprises,Retail,North America,19,325701,19,99,4.8,R38,15,S30,Increase container utilization,3833,12,0,0.15,HFO,Solar Investment,86,17258,14543,44,16,4
503,Shanghai,Singapore,16-02-2025,29-01-2025,Land,Delayed,14008,13964,476,46,143,OPQ Enterprises,Retail,Europe,18,305494,19,95,4.7,R33,15,S30,Improve on-time performance,5190,14,1,0.06,HFO,Solar Investment,77,17807,14051,40,15,4.2
504,Singapore,Singapore,18-01-2025,27-01-2025,Sea,On-time,13188,11565,592,39,109,ABC Logistics,Automotive,Europe,22,252979,20,94,4.1,R12,10,S11,Cost reduction per shipment,5375,11,1,0.18,LNG,Wind Energy,85,13134,12225,36,19,4.4
505,Busan,Rotterdam,21-01-2025,04-02-2025,Land,On-time,14390,17851,423,41,162,DEF Cargo,Textiles,Europe,25,258013,23,86,4.6,R45,15,S31,Improve on-time performance,4781,11,1,0.08,HFO,Tree Plantation,80,15838,11032,31,16,4.2
506,Dubai,Singapore,13-01-2025,09-03-2025,Air,Delayed,11332,10308,434,45,192,ABC Logistics,Textiles,North America,12,263797,15,94,4.1,R12,12,S3,Cost reduction per shipment,3627,9,2,0.08,LNG,Solar Investment,88,13475,10813,48,18,4.2
507,Los Angeles,Shanghai,21-01-2025,09-01-2025,Air,Delayed,8787,17049,423,43,181,DEF Cargo,Automotive,Asia,24,251798,24,97,5,R19,15,S2,Cost reduction per shipment,3376,7,1,0.15,LNG,Solar Investment,80,16817,10493,38,23,4.4
508,Shanghai,Dubai,08-01-2025,05-03-2025,Land,On-time,14222,10342,427,45,146,ABC Logistics,Electronics,North America,26,347722,20,88,4.8,R9,19,S48,Improve on-time performance,6886,11,1,0.12,MDO,Wind Energy,84,15545,11903,47,17,5
509,Singapore,Shanghai,15-02-2025,13-01-2025,Air,Delayed,9681,10435,415,37,137,Global Importers,Automotive,Middle East,23,276421,15,85,4.1,R10,15,S3,Optimize fuel usage,3089,11,0,0.12,HFO,Wind Energy,77,11785,8028,42,22,4.8
510,Busan,Antwerp,09-02-2025,17-01-2025,Air,Delayed,8622,10176,458,39,169,KLM Exporters,Automotive,North America,16,207434,20,85,4.1,R17,11,S15,Cost reduction per shipment,5855,11,1,0.07,HFO,Solar Investment,83,17858,12059,30,24,4.3
511,Los Angeles,Dubai,15-02-2025,05-02-2025,Sea,Delayed,11841,10138,581,46,175,OPQ Enterprises,Automotive,Asia,29,230028,16,96,4.6,R40,10,S17,Increase container utilization,4020,6,1,0.17,MDO,Tree Plantation,70,15097,13321,48,20,5
512,Busan,Shanghai,07-01-2025,08-02-2025,Land,Delayed,11676,10193,543,47,152,XYZ Traders,Electronics,Asia,25,266558,22,98,4.3,R39,12,S48,Improve on-time performance,4065,7,1,0.14,HFO,Solar Investment,79,16197,9260,42,24,4.6
513,Mumbai,Dubai,23-01-2025,23-02-2025,Land,On-time,10572,13257,414,49,177,XYZ Traders,Electronics,Middle East,17,224331,17,92,4,R41,14,S7,Optimize fuel usage,4970,7,0,0.07,MDO,Wind Energy,76,16443,11670,43,19,4.5
514,Singapore,Antwerp,13-02-2025,03-03-2025,Land,Delayed,14915,17385,410,45,143,KLM Exporters,Pharmaceuticals,Europe,13,267573,24,91,4.5,R10,13,S48,Improve on-time performance,4058,8,0,0.11,HFO,Solar Investment,87,13790,13727,46,16,4.5
515,Los Angeles,New York,01-02-2025,31-01-2025,Air,On-time,13033,13235,592,46,173,OPQ Enterprises,Pharmaceuticals,Asia,29,329473,20,98,4.4,R12,16,S5,Reduce average delay,6059,13,1,0.17,LNG,Wind Energy,81,16217,12894,49,17,4.4
516,Antwerp,Rotterdam,11-01-2025,23-01-2025,Land,On-time,11260,15280,478,45,153,HIJ Shipping,Pharmaceuticals,Asia,24,282979,20,92,4.1,R15,13,S34,Increase container utilization,4517,14,2,0.14,MDO,Solar Investment,71,13157,13458,30,22,4.2
517,Hamburg,Rotterdam,22-01-2025,12-02-2025,Land,On-time,13214,10942,514,48,119,OPQ Enterprises,Pharmaceuticals,Asia,14,204123,18,97,4.8,R31,17,S33,Reduce average delay,5600,5,2,0.07,LNG,Wind Energy,87,11678,13518,34,23,4.4
518,Hamburg,Singapore,22-01-2025,24-02-2025,Sea,On-time,12712,14620,467,37,178,OPQ Enterprises,Textiles,Middle East,22,216603,19,88,4.9,R15,16,S45,Cost reduction per shipment,6924,11,0,0.11,LNG,Wind Energy,76,14528,11510,49,21,4.5
519,Los Angeles,Los Angeles,12-02-2025,13-01-2025,Sea,Delayed,13127,13879,442,35,130,KLM Exporters,Retail,Asia,15,265941,16,90,4.8,R28,19,S16,Cost reduction per shipment,3123,11,1,0.09,HFO,Tree Plantation,89,14559,10336,43,15,4.5
520,Busan,Singapore,25-01-2025,15-02-2025,Sea,Delayed,8066,15720,468,35,106,OPQ Enterprises,Retail,Europe,14,242597,24,99,4.8,R4,18,S37,Reduce average delay,5104,8,2,0.13,MDO,Wind Energy,81,16928,11323,47,20,4.8
521,Singapore,Mumbai,22-01-2025,11-01-2025,Air,Delayed,12286,13113,540,38,157,HIJ Shipping,Pharmaceuticals,Middle East,26,284238,24,97,4.2,R36,10,S3,Reduce average delay,5853,5,1,0.18,LNG,Solar Investment,89,11370,8099,42,21,4.4
522,Hamburg,Shanghai,28-01-2025,18-02-2025,Land,On-time,14911,12962,537,33,109,DEF Cargo,Pharmaceuticals,Europe,16,241751,22,87,4.3,R1,14,S47,Cost reduction per shipment,4479,7,0,0.12,LNG,Wind Energy,83,13937,14035,41,20,4.7
523,Singapore,Dubai,29-01-2025,10-03-2025,Sea,On-time,12616,16353,474,41,109,KLM Exporters,Manufacturing,Asia,15,326462,24,95,4.2,R44,13,S48,Optimize fuel usage,5282,9,2,0.12,MDO,None,79,17742,11656,44,24,4.6
524,Hamburg,Los Angeles,13-01-2025,03-02-2025,Sea,On-time,13085,14836,502,41,138,Global Importers,Retail,Asia,11,286978,21,97,4.8,R34,15,S43,Increase container utilization,5655,6,0,0.19,HFO,Solar Investment,78,16141,12517,33,16,5
525,Mumbai,Antwerp,18-01-2025,02-02-2025,Sea,Delayed,9140,14957,440,46,127,XYZ Traders,Manufacturing,Europe,20,217693,24,92,4.9,R47,10,S21,Improve on-time performance,5439,11,1,0.14,LNG,Tree Plantation,84,11721,14786,38,23,4.4
526,Busan,Mumbai,02-01-2025,16-01-2025,Land,On-time,10314,17442,577,44,129,KLM Exporters,Manufacturing,Middle East,16,294524,20,88,4.7,R17,15,S41,Reduce average delay,4515,14,0,0.13,HFO,Solar Investment,89,15400,8693,32,17,4.9
527,Mumbai,Antwerp,29-01-2025,11-03-2025,Land,Delayed,13730,10953,598,38,136,LMN Supply,Automotive,Middle East,17,297869,21,87,4.9,R39,10,S8,Increase container utilization,6017,14,0,0.09,MDO,Tree Plantation,79,11923,12801,40,20,4.8
528,Hamburg,Rotterdam,21-01-2025,24-01-2025,Land,Delayed,10532,11302,458,36,166,XYZ Traders,Textiles,Europe,14,263825,15,88,4.6,R38,10,S22,Improve on-time performance,4854,11,0,0.14,HFO,None,88,16391,8017,44,20,4.6
529,Antwerp,Rotterdam,15-01-2025,14-01-2025,Air,Delayed,11580,15370,438,39,142,XYZ Traders,Electronics,Asia,27,340594,19,90,4.4,R44,17,S5,Improve on-time performance,4366,14,0,0.14,MDO,Tree Plantation,88,11835,14614,45,22,4.7
530,Antwerp,Singapore,21-02-2025,01-02-2025,Air,Delayed,9187,13381,402,45,178,HIJ Shipping,Retail,North America,25,330475,21,95,4.4,R33,11,S17,Reduce average delay,6715,9,2,0.11,HFO,Wind Energy,81,13493,11709,36,18,4.1
531,Mumbai,Shanghai,27-01-2025,08-02-2025,Sea,On-time,12471,15839,406,41,184,ABC Logistics,Pharmaceuticals,Europe,23,245406,15,91,4.1,R21,19,S37,Optimize fuel usage,6247,14,1,0.2,HFO,None,81,13979,10770,36,20,5
532,Antwerp,Los Angeles,19-02-2025,18-02-2025,Land,Delayed,12748,12880,448,36,151,OPQ Enterprises,Pharmaceuticals,Europe,21,343193,16,91,4,R26,15,S14,Optimize fuel usage,3051,10,2,0.18,LNG,None,78,13325,9030,38,15,4.1
533,Hamburg,Busan,31-01-2025,20-01-2025,Sea,On-time,11339,12187,425,47,155,OPQ Enterprises,Electronics,Europe,26,323371,23,98,4.7,R46,15,S39,Increase container utilization,4573,5,1,0.16,HFO,Tree Plantation,89,14924,14562,46,23,4.6
534,Los Angeles,Mumbai,15-01-2025,25-02-2025,Land,Delayed,8548,14887,560,44,175,OPQ Enterprises,Retail,Asia,14,345291,17,99,4.4,R36,15,S41,Increase container utilization,4501,8,1,0.13,LNG,Solar Investment,73,13424,12475,42,23,4.3
535,Mumbai,Mumbai,20-02-2025,18-01-2025,Land,On-time,13193,10545,500,35,167,ABC Logistics,Pharmaceuticals,Middle East,23,201617,20,96,4.6,R5,17,S28,Cost reduction per shipment,5536,8,1,0.12,MDO,Tree Plantation,70,17375,14651,38,21,4.4
536,Rotterdam,Singapore,23-01-2025,23-02-2025,Land,On-time,12087,15940,575,41,108,HIJ Shipping,Pharmaceuticals,Asia,15,243016,21,88,4.6,R33,13,S31,Optimize fuel usage,6926,12,1,0.08,MDO,Tree Plantation,85,17735,12209,38,15,4.6
537,Busan,Rotterdam,24-01-2025,02-03-2025,Air,Delayed,8072,15112,478,40,191,KLM Exporters,Automotive,Europe,24,224276,23,92,4.3,R1,12,S17,Increase container utilization,5052,6,1,0.1,LNG,None,70,15521,14995,49,17,4.9
538,Antwerp,Singapore,13-02-2025,25-02-2025,Air,Delayed,14451,11927,401,49,122,Global Importers,Manufacturing,Asia,16,272240,19,91,4.5,R6,15,S35,Cost reduction per shipment,6796,5,2,0.17,HFO,Wind Energy,82,14126,14654,41,19,4.5
539,Antwerp,Dubai,13-01-2025,11-02-2025,Land,Delayed,8198,15649,526,32,162,Global Importers,Pharmaceuticals,Asia,23,306292,18,86,4.5,R37,13,S40,Improve on-time performance,3631,11,1,0.12,MDO,Solar Investment,72,17088,9619,48,18,5
540,Shanghai,Los Angeles,22-01-2025,22-01-2025,Sea,On-time,11201,14152,598,31,160,HIJ Shipping,Textiles,Europe,27,217959,16,97,4.4,R2,11,S22,Increase container utilization,4861,10,0,0.18,MDO,Tree Plantation,81,16922,8850,44,19,4.6
541,Dubai,Shanghai,12-02-2025,04-03-2025,Land,Delayed,9781,16255,559,35,139,LMN Supply,Retail,Asia,10,228522,17,92,4.8,R5,15,S45,Cost reduction per shipment,6952,9,2,0.07,MDO,Wind Energy,78,17584,9896,47,21,4.2
542,Mumbai,New York,06-02-2025,03-02-2025,Land,Delayed,8571,10004,531,34,143,Global Importers,Textiles,North America,15,341025,19,93,4.5,R26,19,S48,Optimize fuel usage,4232,12,2,0.13,LNG,Wind Energy,73,17177,8975,37,23,4.2
543,New York,Hamburg,02-02-2025,07-02-2025,Sea,On-time,8790,13481,419,47,185,HIJ Shipping,Electronics,Asia,12,226567,16,89,4.6,R41,14,S29,Improve on-time performance,5264,6,1,0.15,MDO,Solar Investment,71,13376,14757,35,15,4.7
544,Antwerp,Hamburg,25-02-2025,06-03-2025,Land,Delayed,9638,15533,516,45,123,KLM Exporters,Automotive,Asia,14,262708,18,99,4.9,R47,18,S10,Increase container utilization,5047,6,0,0.13,MDO,Wind Energy,78,17988,10516,35,19,4.1
545,Busan,Singapore,03-01-2025,01-03-2025,Sea,On-time,9831,13253,563,37,150,Global Importers,Retail,Middle East,21,326206,15,88,4.9,R13,15,S18,Optimize fuel usage,3535,13,0,0.18,MDO,Tree Plantation,89,11453,12188,32,17,4.5
546,Rotterdam,Dubai,23-02-2025,15-01-2025,Air,Delayed,9855,17180,431,49,157,OPQ Enterprises,Automotive,Middle East,20,222560,18,88,4.9,R12,12,S35,Improve on-time performance,6413,5,1,0.2,MDO,None,82,14459,9515,32,17,4.1
547,Antwerp,Los Angeles,19-01-2025,21-02-2025,Air,On-time,13606,11362,427,40,189,DEF Cargo,Manufacturing,Europe,22,258390,21,97,4.3,R5,14,S44,Reduce average delay,6788,10,1,0.07,LNG,Wind Energy,83,15859,9125,31,16,4.4
548,Rotterdam,Busan,23-01-2025,28-01-2025,Sea,On-time,9174,11820,476,39,193,HIJ Shipping,Pharmaceuticals,Europe,25,325772,17,88,4,R2,19,S16,Optimize fuel usage,6472,7,0,0.07,LNG,None,72,14501,8492,34,20,4.7
549,Hamburg,Hamburg,29-01-2025,26-01-2025,Air,Delayed,11740,15378,400,41,132,XYZ Traders,Retail,Middle East,27,245104,24,90,4.3,R4,17,S49,Reduce average delay,6533,9,2,0.07,HFO,Solar Investment,87,14547,14906,49,20,4.5
550,Hamburg,Los Angeles,30-01-2025,18-01-2025,Air,On-time,11277,16233,587,35,115,Global Importers,Electronics,North America,26,257805,22,95,4.3,R27,18,S7,Increase container utilization,5785,12,2,0.15,MDO,Solar Investment,78,12148,13604,41,17,4.2
551,Dubai,Shanghai,08-02-2025,07-02-2025,Sea,Delayed,8178,12663,455,49,121,Global Importers,Manufacturing,Asia,26,224496,20,88,4.9,R10,17,S30,Cost reduction per shipment,3729,11,1,0.11,LNG,Wind Energy,84,11522,11036,35,15,4.3
552,Los Angeles,Antwerp,13-02-2025,29-01-2025,Air,Delayed,10244,12938,434,34,156,ABC Logistics,Manufacturing,North America,20,291257,20,91,4.6,R13,12,S19,Increase container utilization,6282,8,2,0.16,HFO,None,79,15577,10526,45,21,4.4
553,New York,Dubai,16-02-2025,16-01-2025,Land,On-time,12086,16841,511,38,161,LMN Supply,Automotive,North America,29,203515,15,91,4.1,R44,18,S23,Optimize fuel usage,6097,12,2,0.11,HFO,Tree Plantation,86,17460,14131,34,16,4.1
554,Shanghai,Rotterdam,25-01-2025,22-01-2025,Land,Delayed,8734,11273,429,45,181,DEF Cargo,Manufacturing,Middle East,19,204454,19,89,4.1,R2,12,S8,Reduce average delay,4275,14,0,0.14,MDO,None,82,11121,8166,35,22,4.6
555,Dubai,Los Angeles,06-02-2025,21-02-2025,Sea,On-time,14232,13326,453,43,170,KLM Exporters,Retail,Europe,25,222873,17,97,4.2,R26,17,S17,Reduce average delay,5050,6,2,0.17,HFO,Wind Energy,70,14618,12235,33,17,4.6
556,Singapore,Shanghai,16-02-2025,30-01-2025,Air,On-time,8798,13659,435,37,189,ABC Logistics,Automotive,Asia,11,273920,24,89,4.6,R15,19,S21,Improve on-time performance,6073,11,0,0.13,LNG,None,80,15676,12189,43,15,4.1
557,Shanghai,Busan,08-01-2025,26-01-2025,Land,On-time,8787,12945,582,49,171,OPQ Enterprises,Manufacturing,Europe,26,213727,15,99,4.7,R46,18,S26,Increase container utilization,6675,9,1,0.13,HFO,None,74,17630,8575,32,24,4.4
558,Mumbai,New York,11-02-2025,17-01-2025,Land,On-time,10795,13018,479,48,169,XYZ Traders,Electronics,North America,29,328376,22,94,4.9,R10,16,S28,Increase container utilization,4025,10,1,0.06,HFO,Solar Investment,78,14722,8605,46,23,4.4
559,Busan,Rotterdam,27-02-2025,11-02-2025,Air,On-time,12304,11131,457,43,129,LMN Supply,Textiles,North America,19,269070,21,92,4.9,R22,13,S39,Optimize fuel usage,5197,7,0,0.11,LNG,Wind Energy,76,14083,11343,34,19,4.3
560,Singapore,New York,16-01-2025,16-02-2025,Air,On-time,12588,14763,482,36,122,ABC Logistics,Retail,Europe,22,299059,21,91,4.2,R40,19,S33,Reduce average delay,6654,14,0,0.13,HFO,None,76,13172,9818,35,15,4.6
561,Singapore,Busan,08-01-2025,22-01-2025,Land,On-time,14808,16737,464,34,131,HIJ Shipping,Electronics,Europe,21,324564,24,98,4.3,R25,18,S40,Optimize fuel usage,5051,11,1,0.12,HFO,Wind Energy,71,16930,9155,49,24,4.3
562,Dubai,Shanghai,01-01-2025,22-02-2025,Land,On-time,11084,12636,468,47,185,Global Importers,Electronics,Middle East,24,317213,24,91,4.2,R15,12,S19,Optimize fuel usage,4520,11,0,0.19,HFO,Tree Plantation,88,13706,12679,33,20,4.4
563,Los Angeles,Hamburg,13-02-2025,02-02-2025,Sea,Delayed,13753,16628,527,31,156,Global Importers,Automotive,Europe,16,225465,24,90,4.4,R13,12,S29,Reduce average delay,6621,6,1,0.19,HFO,Wind Energy,89,16196,8815,42,24,4.8
564,Dubai,New York,05-01-2025,15-02-2025,Sea,Delayed,10918,13029,450,40,108,LMN Supply,Pharmaceuticals,Europe,22,259799,18,91,4.9,R8,11,S20,Optimize fuel usage,4894,5,1,0.17,MDO,Tree Plantation,87,17723,14023,37,17,4.2
565,Mumbai,Rotterdam,03-01-2025,21-02-2025,Land,On-time,8731,13019,421,37,130,Global Importers,Automotive,Middle East,21,296129,20,91,4.6,R21,19,S20,Reduce average delay,3467,14,1,0.11,MDO,Wind Energy,79,15813,10640,40,18,4.6
566,Antwerp,Singapore,01-01-2025,23-01-2025,Sea,Delayed,9129,15377,506,30,170,HIJ Shipping,Retail,Europe,21,339374,23,94,4.7,R21,12,S10,Optimize fuel usage,5117,6,1,0.16,LNG,Wind Energy,74,14307,9535,48,22,4.5
567,Antwerp,Mumbai,04-01-2025,18-01-2025,Land,Delayed,11446,16782,508,41,108,ABC Logistics,Retail,North America,11,307288,17,98,4.5,R22,10,S12,Cost reduction per shipment,3200,12,1,0.11,HFO,None,85,14642,10733,34,19,4.3
568,Los Angeles,Los Angeles,09-02-2025,18-01-2025,Land,Delayed,9605,15092,515,31,112,ABC Logistics,Automotive,Europe,14,212875,23,86,4,R46,13,S33,Optimize fuel usage,3307,14,1,0.08,LNG,None,74,13817,8962,34,20,4.7
569,Mumbai,Hamburg,04-02-2025,05-02-2025,Sea,Delayed,11778,16022,500,47,157,Global Importers,Pharmaceuticals,Asia,11,227219,18,98,4.1,R33,17,S25,Optimize fuel usage,6323,7,2,0.1,MDO,Tree Plantation,84,15501,11034,32,24,4.6
570,Los Angeles,New York,01-02-2025,07-01-2025,Sea,Delayed,10745,14377,580,36,102,Global Importers,Automotive,North America,29,236182,19,94,4.5,R45,14,S25,Cost reduction per shipment,6358,8,2,0.06,HFO,Tree Plantation,85,16362,13171,31,18,4.5
571,Rotterdam,Antwerp,11-02-2025,21-01-2025,Air,Delayed,11170,17129,499,46,134,OPQ Enterprises,Retail,Middle East,22,279781,21,86,4.7,R27,11,S4,Increase container utilization,5045,12,1,0.1,HFO,Solar Investment,73,12484,10047,32,20,4.7
572,Antwerp,Los Angeles,03-02-2025,14-01-2025,Air,On-time,12689,13159,563,43,196,XYZ Traders,Pharmaceuticals,North America,12,206457,20,98,4.2,R40,12,S4,Reduce average delay,3921,7,2,0.12,MDO,None,83,11276,13409,44,17,4.8
573,Singapore,Singapore,12-02-2025,12-02-2025,Air,Delayed,10933,15323,467,36,120,KLM Exporters,Retail,Middle East,20,337821,24,94,4.7,R22,10,S9,Improve on-time performance,5339,10,0,0.19,HFO,Tree Plantation,86,16588,12541,36,24,5
574,New York,Busan,25-01-2025,28-02-2025,Land,Delayed,14995,16159,435,32,163,LMN Supply,Pharmaceuticals,Asia,25,233064,22,91,4.8,R30,11,S15,Cost reduction per shipment,6225,6,0,0.1,HFO,None,86,12248,14380,32,15,4.6
575,Busan,Mumbai,10-01-2025,02-03-2025,Sea,Delayed,9215,17318,579,35,194,ABC Logistics,Pharmaceuticals,Asia,10,340893,22,98,4.4,R9,10,S26,Increase container utilization,5971,7,1,0.19,MDO,Wind Energy,85,12124,11860,44,20,4.9
576,Mumbai,Shanghai,21-01-2025,19-02-2025,Land,Delayed,8324,15031,580,49,151,LMN Supply,Automotive,North America,28,315256,22,94,4.7,R45,11,S15,Optimize fuel usage,6204,5,2,0.08,LNG,Solar Investment,78,13901,9514,40,15,4
577,Shanghai,Singapore,15-02-2025,08-02-2025,Sea,On-time,13074,10253,577,31,133,OPQ Enterprises,Automotive,Europe,20,298297,17,91,4.4,R35,12,S26,Increase container utilization,3882,13,0,0.08,LNG,None,71,12657,11351,45,24,4.5
578,Los Angeles,Singapore,08-02-2025,14-01-2025,Land,On-time,13845,15307,568,46,195,ABC Logistics,Automotive,North America,18,338736,24,91,4.7,R18,10,S28,Cost reduction per shipment,3585,8,0,0.13,HFO,None,80,12753,9067,42,17,4.2
579,Busan,Busan,27-01-2025,13-01-2025,Air,On-time,9850,10328,545,41,134,OPQ Enterprises,Pharmaceuticals,North America,23,269918,20,89,4.8,R42,18,S7,Optimize fuel usage,6345,10,0,0.15,MDO,None,84,15602,8881,31,22,4.1
580,Shanghai,Dubai,27-01-2025,12-01-2025,Air,On-time,9490,12591,421,41,114,OPQ Enterprises,Pharmaceuticals,Asia,18,290179,21,85,5,R5,19,S32,Increase container utilization,6854,11,0,0.06,LNG,None,72,14658,14909,49,21,4.5
581,Busan,Busan,02-01-2025,10-02-2025,Air,Delayed,8893,12830,465,46,195,DEF Cargo,Retail,Middle East,16,274944,23,98,4.3,R27,14,S12,Improve on-time performance,4720,6,2,0.08,LNG,Tree Plantation,85,14402,13032,41,22,4.7
582,New York,Dubai,10-02-2025,23-01-2025,Land,On-time,9390,13044,420,39,105,Global Importers,Electronics,North America,25,289142,24,86,4.4,R6,17,S35,Reduce average delay,3508,12,0,0.12,HFO,Tree Plantation,88,15332,14044,36,24,4.4
583,Shanghai,Dubai,17-02-2025,08-01-2025,Sea,On-time,11389,11420,499,32,184,HIJ Shipping,Automotive,Europe,12,227603,24,97,4.2,R32,14,S32,Reduce average delay,6424,13,0,0.1,LNG,Solar Investment,75,11751,14502,30,24,4.7
584,Dubai,Hamburg,13-01-2025,02-02-2025,Sea,On-time,12239,15636,527,49,196,DEF Cargo,Textiles,Asia,28,246458,18,93,4.2,R8,17,S9,Cost reduction per shipment,3004,14,0,0.16,MDO,Wind Energy,83,17649,14789,43,16,4.5
585,Hamburg,Hamburg,09-01-2025,18-02-2025,Air,On-time,12479,17626,443,47,131,KLM Exporters,Retail,North America,13,270605,19,92,4.7,R39,16,S14,Optimize fuel usage,5340,6,1,0.13,LNG,Wind Energy,74,11164,11639,39,24,4.4
586,Dubai,Rotterdam,21-02-2025,26-01-2025,Air,Delayed,10263,13401,502,42,151,LMN Supply,Retail,North America,16,219623,22,92,4.9,R21,13,S13,Optimize fuel usage,3359,9,0,0.07,MDO,Solar Investment,74,17989,9549,32,21,4.3
587,Antwerp,New York,05-02-2025,02-02-2025,Air,On-time,11432,17987,446,41,182,HIJ Shipping,Manufacturing,Europe,21,244440,15,94,4.4,R18,16,S44,Reduce average delay,6669,6,0,0.18,MDO,Wind Energy,75,12692,10737,40,18,4.4
588,Hamburg,New York,22-01-2025,28-02-2025,Air,Delayed,10371,12892,438,46,196,LMN Supply,Automotive,North America,27,282427,20,85,4.2,R14,15,S33,Increase container utilization,3213,9,2,0.09,HFO,Tree Plantation,87,12956,12557,49,15,4.3
589,Dubai,Shanghai,11-02-2025,28-02-2025,Sea,On-time,11086,15288,428,33,127,Global Importers,Retail,North America,14,338776,18,90,4.3,R15,12,S32,Optimize fuel usage,6477,11,0,0.16,LNG,None,87,14860,8100,44,17,4.6
590,Hamburg,New York,26-01-2025,11-03-2025,Land,Delayed,12312,15812,453,39,194,HIJ Shipping,Manufacturing,North America,19,293826,19,99,4.5,R42,18,S19,Improve on-time performance,4459,10,0,0.17,HFO,Wind Energy,88,13775,14835,35,19,4.1
591,Hamburg,Hamburg,27-02-2025,26-01-2025,Land,Delayed,9515,16509,489,40,184,DEF Cargo,Textiles,North America,21,227460,19,99,4.3,R26,19,S30,Improve on-time performance,6086,8,0,0.19,LNG,None,71,14289,11532,47,24,4.1
